,inputs,preds,golds
91,modern2poem: 君 臣 共 同 享 受 着 礼 仪 和 祭 礼 。,"generated:Compositions by composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer, composer","一 体 君 臣 祭 祀 同 。
"
92,modern2poem: 它 赋 予 万 物 而 变 化 为 各 种 体 形 。,generated:It gives all things and morphs into various types of bodies and shapes.,"杂 然 赋 流 形 。
"
93,modern2poem: 豆 苗 采 了 又 采 ， 薇 菜 的 茎 叶 变 老 了 。,generated:Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf,"采 薇 采 薇 ， 薇 亦 刚 止 。
"
94,modern2poem: 佛 经 真 谛 世 人 并 无 领 悟 ，,"generated:Buddhism, Buddhism, Buddhism, Buddhism, Buddhism, Buddhism, Buddhism, Buddhism, Buddhism, Buddhism, Buddhism, Buddhism, Buddhism, Buddhism, Buddhism, Buddhism, Buddhism, Buddhism, Buddhism, Buddhism, Buddhism, Buddhism, Buddhism, Buddhism, Buddhism","真 源 了 无 取 ，
"
95,modern2poem: 微 风 吹 拂 着 江 岸 的 细 草 ， 那 立 着 高 高 桅 杆 的 小 船 在 夜 里 孤 零 地 停 泊 着 。,"generated:Silent Wind Blowing Away River Coast of a Silent Grass, That Standing High High Aircraft Pitching Small Ship in the Night of a Lone Zero Landing Away","细 草 微 风 岸 ， 危 樯 独 夜 舟 。
"
96,modern2poem: 昭 阳 殿 里 的 姻 缘 早 已 隔 断 ， 蓬 莱 宫 中 的 孤 寂 时 间 还 很 漫 长 。,"generated:Zhao Yang Temple 里的 姻缘 早 已 隔 断,蓬 萊 宮 里的 孤 寂 時 間 还 很 漫 長.","昭 阳 殿 里 恩 爱 绝 ， 蓬 莱 宫 中 日 月 长 。
"
97,modern2poem: 丁 大 约 定 今 晚 来 寺 住 宿 ，,"generated:丁 大 约 定 今 晚 来 寺 住 宿,","之 子 期 宿 来 ，
"
98,modern2poem: 他 的 琴 声 一 响 万 物 寂 静 ，,generated:The Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of the Son of,"一 声 已 动 物 皆 静 ，
"
99,modern2poem: 山 与 天 相 接 的 地 方 缭 绕 着 阵 阵 云 烟 ， 从 竹 林 的 缝 隙 里 看 洒 落 下 余 晖 的 夕 阳 。,"generated:Summits of the Sun, which are connected to the Sun, which are connected to the Sun, which are connected to the Sun, which are connected to the Sun, which are connected to the Sun, which are connected to the Sun, which are connected to the Sun, which are connected to the Sun, which are connected to the Sun, which are connected to the Sun, which","山 际 见 来 烟 ， 竹 中 窥 落 日 。
"
100,modern2poem: 让 我 们 共 同 在 这 烛 光 下 叙 谈 。,"generated:Together, together, in this candlelight, speaking.","共 此 灯 烛 光 。
"
101,modern2poem: 古 庙 里 杉 松 树 上 水 鹤 做 了 巢 ，,"generated:Ancient Temples, trees, trees, trees, water, eagles, trees, trees, trees, trees, trees, trees, trees, trees, trees, trees, trees, trees, trees, trees, trees, trees, trees, trees, trees, trees, trees, trees, trees, trees, trees, trees,","古 庙 杉 松 巢 水 鹤 ，
"
102,modern2poem: 里 面 有 虢 国 和 秦 国 二 位 夫 人 。,generated:里面 有 虢国 和 秦国 二位 夫 人.,"赐 名 大 国 虢 与 秦 。
"
103,modern2poem: 阵 阵 霉 味 逼 人 ，,generated:陣 陣 霉 味 逼人,"陈 陈 逼 人 ，
"
104,modern2poem: 车 辆 隆 隆 响 ， 战 马 萧 萧 鸣 ， 出 征 士 兵 弓 箭 各 自 佩 在 腰 。,generated:Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders Riders,"车 辚 辚 ， 马 萧 萧 ， 行 人 弓 箭 各 在 腰 。
"
105,modern2poem: 井 畔 梧 桐 在 秋 夜 的 风 中 抖 动 ，,generated:Pitch Pitch,"清 秋 幕 府 井 梧 寒 ，
"
106,modern2poem: 心 明 无 须 恃 荣 宠 。,"generated:Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith, Faith,","临 宠 不 忒 。
"
107,modern2poem: 秋 日 青 枫 江 上 孤 帆 远 远 飘 去 ，,"generated:Autumn Day Blue 枫 River Up 孤 帆 Far Far 飘去,","青 枫 江 上 秋 帆 远 ，
"
108,modern2poem: 夜 里 吹 来 暖 暖 南 风 ，,generated:Natsu ni Futari Natsu ni Futari,"夜 来 南 风 起 ，
"
109,modern2poem: 为 什 么 要 隐 居 清 高 自 比 云 月 ？,generated:Why Should Be Hidden Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where Where,"何 用 孤 高 比 云 月 ？
"
110,modern2poem: 流 放 岭 南 与 亲 人 断 绝 了 音 信 ， 熬 过 了 冬 天 又 经 历 一 个 新 春 。,generated:Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern Southern,"岭 外 音 书 断 ， 经 冬 复 历 春 。
"
111,modern2poem: 她 说 ： “ 我 是 公 孙 大 娘 的 学 生 ” 。,"generated:“I am the scholar of the grandson, granddaughter, granddaughter.”","曰 ： “ 余 公 孙 大 娘 弟 子 也 。
"
112,modern2poem: 急 取 灯 火 瞧 仔 细 。,generated:Early Early Early Modern,"遽 而 求 火 。
"
113,modern2poem: 人 生 中 多 少 次 伤 怀 往 事 ，,generated:人 生 中 多 少 次 伤 怀 往 事,"人 世 几 回 伤 往 事 ，
"
114,modern2poem: 他 们 再 不 敢 南 来 越 过 临 洮 。,generated:They no longer dare to go south to leap over the valley of the valley of the valley of the valley of the valley of the valley of the valley of the valley of the valley of the valley of the valley of the valley of the valley of the valley of the valley of the valley of the valley of the valley of the valley of the valley of the valley of the,"不 敢 过 临 洮 。
"
115,modern2poem: 生 时 应 当 做 人 中 豪 杰 ， 死 后 也 要 做 鬼 中 英 雄 。,"generated:When I Live I Do You Be a Man, a Man, a Man, a Man, a Man, a Man, a Man, a Man, a Man, a Man, a Man, a Man, a Man, a Man, a Man, a Man, a Man, a Man, a Man, a Man, a Man, a Man, a Man","生 当 作 人 杰 ， 死 亦 为 鬼 雄 。
"
116,modern2poem: 借 问 当 地 之 人 何 处 买 酒 浇 愁 ？,generated:借り 问 当 地 の 人 何処 買 酒 浇 愁?,"借 问 酒 家 何 处 有 ，
"
117,modern2poem: 我 在 南 山 下 种 植 豆 子 ，,"generated:I am in the South, in the Mountains, in the Valleys, in the Valleys, in the Valleys, in the Valleys, in the Valleys, in the Valleys, in the Valleys, in the Valleys, in the Valleys, in the Valleys, in the Valleys, in the Valleys, in the Valleys, in the Valleys, in the Valleys, in the Valleys, in the Valleys, in the Valley","种 豆 南 山 下 ，
"
118,modern2poem: 春 风 吹 开 桃 李 花 物 是 人 非 不 胜 悲 ， 秋 雨 滴 落 梧 桐 叶 场 面 寂 寞 更 惨 凄 。,"generated:春风吹开 桃 李花 物 是 人 非 不 勝 悲, 秋雨 滴 落 梧 桐 叶 场面 寂 寞 更 凄 凄.","春 风 桃 李 花 开 日 ， 秋 雨 梧 桐 叶 落 时 。
"
119,modern2poem: 山 月 高 照 正 好 弄 弦 弹 琴 。,"generated:Compositions by Felix Ritter, Duke of Saxe-Weimar, Duke of Saxe-Weimar, Duke of Saxe-Weimar, Duke of Saxe-Weimar, Duke of Saxe-Weimar, Duke of Saxe-Weimar, Duke of Saxe-Weimar, Duke of Saxe-Weimar, Duke of Saxe-Weimar, Duke of Saxe-Weimar,","山 月 照 弹 琴 。
"
120,modern2poem: 在 世 上 活 着 贵 在 韬 光 养 晦 ，,"generated:在世上 活 着 贵 在韬 光 养 晦,","含 光 混 世 贵 无 名 ，
"
121,modern2poem: 鸿 鹄 已 高 飞 远 空 在 日 月 之 间 ， 青 枫 树 叶 已 变 红 秋 霜 已 下 降 。,"generated:鴻 鹄 已 高 飞 远 空 在 日 月の間, 青 枫 树 叶 已 変 赤 秋 霜 已 降 降.","鸿 飞 冥 冥 日 月 白 ， 青 枫 叶 赤 天 雨 霜 。
"
122,modern2poem: 各 自 畅 饮 悲 欢 。,generated:Each self refreshing drinking sorrowing sorrowing.,"别 意 与 之 谁 短 长 。
"
123,modern2poem: 有 人 在 屋 檐 下 烧 柴 火 做 饭 ，,"generated:They are people in the house, in the roof, in the roof, in the roof, in the roof, in the roof, in the roof, in the roof, in the roof, in the roof, in the roof, in the roof, in the roof, in the roof, in the roof, in the roof, in the roof, in the roof, in the roof, in","檐 阴 薪 爨 ，
"
124,modern2poem: 山 与 天 相 接 的 地 方 缭 绕 着 阵 阵 云 烟 ，,"generated:mountains with the sky, the earth, the horizon, the cloud, the cloud, the smoke, the smoke, the cloud, the cloud, the cloud, the cloud, the cloud, the cloud, the cloud, the cloud, the cloud, the cloud, the cloud, the cloud, the cloud, the cloud, the cloud, the cloud, the cloud, the cloud, the cloud, the cloud, the cloud, the cloud, the cloud, the cloud,","山 际 见 来 烟 ，
"
125,modern2poem: 树 皮 洁 白 润 滑 树 干 有 四 十 围 ，,generated:Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf Leaf,"霜 皮 溜 雨 四 十 围 ，
"
126,modern2poem: 黄 云 海 戍 迷 离 不 见 。,generated:黄云海 戍 迷 离 不见.,"黄 云 海 戍 迷 。
"
127,modern2poem: 这 里 就 是 历 代 征 战 之 地 ，,"generated:Where the ages, the generations, the battles, the places, the places, the places, the places, the places, the places, the places, the places, the places, the places, the places, the places, the places, the places, the places, the places, the places, the places, the places, the places, the places, the","由 来 征 战 地 ，
"
128,modern2poem: 湖 中 的 蛟 龙 出 没 猩 鼯 哀 号 。,generated:Ōmi no Kizu Ryū no Iku no Koshi no Iku no Iku no Iku no Iku no Iku no Iku no Iku no Iku no Iku no Iku no Iku no Iku no Iku no Iku no Iku no Iku no Iku no Iku no Iku no Iku no Iku no Iku no Iku no Iku no Iku no Iku no Iku no Iku no,"蛟 龙 出 没 猩 鼯 号 。
"
129,modern2poem: 山 形 依 然 不 变 靠 着 寒 流 。,"generated:Compositions by Alfred Frederick, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria, Duke of Bavaria,","山 形 依 旧 枕 寒 流 。
"
130,modern2poem: 北 归 大 雁 正 翱 翔 云 天 。,generated:Northern Journey Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō.,"归 雁 入 胡 天 。
"
131,modern2poem: 可 惜 的 是 春 天 已 过 了 一 半 自 己 却 还 不 能 回 家 。,"generated:Sorry, it's the spring, the day, the day, the day, the day, the day, the day, the day, the day, the day, the day, the day, the day, the day, the day, the day, the day, the day, the day, the day, the day, the day, the day, the day, the day, the day, the day, the day, the day, the day, the day,","可 怜 春 半 不 还 家 。
"
132,modern2poem: 黄 昏 时 来 到 空 潭 隐 蔽 之 地 ，,generated:Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight Twilight,"薄 暮 空 潭 曲 ，
"
133,modern2poem: 望 你 孝 敬 长 辈 遵 守 妇 道 ，,generated:Wish You 孝敬 長辈 遵 守 妇道,"孝 恭 遵 妇 道 ，
"
134,modern2poem: 在 山 林 中 隐 居 了 二 十 年 。,"generated:Hidden in the Mountains and Forests, Hidden in the Forests, Hidden in the Forests, Hidden in the Forests, Hidden in the Forests, Hidden in the Forests, Hidden in the Forests, Hidden in the Forests, Hidden in the Forests, Hidden in the Forests, Hidden in the Forests, Hidden in the Forests, Hidden in the Forests, Hidden in the Forest","山 林 二 十 年 。
"
135,modern2poem: 周 朝 政 治 衰 败 全 国 动 荡 不 安 ，,"generated:Zhou Chao 政 治 衰 败 全国 動 荡 不 安,","周 纲 凌 迟 四 海 沸 ，
"
136,modern2poem: 那 黄 河 之 水 犹 如 从 天 上 倾 泻 而 来 ，,"generated:The Water of the River, which is a river of water, is a river of water, which is a river of water, which is a river of water, which is a river of water, which is a river of water, which is a river of water, which is a river of water, which is a river of water, which is a river of water, which is a","黄 河 之 水 天 上 来 ，
"
137,modern2poem: 近 处 松 州 一 带 也 还 驻 扎 着 朝 廷 的 军 队 。,generated:Near 處 Song Prefecture 1 帯 また 駐 扎 着 朝廷 の 軍隊.,"松 州 犹 驻 殿 前 军 。
"
138,modern2poem: 从 山 下 走 上 去 足 有 三 十 里 。,generated:Walking down from the mountain down to the foot down to the foot down to the foot down to the foot down to the foot down to the foot down to the foot down to the foot down to the foot down to the foot down to the foot down to the foot down to the foot down to the foot down to the foot down to the foot down to the foot down to the foot down to the foot down to the foot down to the foot down to the foot down to the foot down,"直 上 三 十 里 。
"
139,modern2poem: 丞 相 的 祠 庙 就 在 先 王 庙 临 近 ，,generated:Ōshō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no Shō no S,"武 侯 祠 堂 常 邻 近 ，
"
140,modern2poem: 半 山 腰 喷 泄 云 雾 迷 迷 茫 茫 ， 虽 然 有 绝 顶 谁 能 登 上 顶 峰 。,"generated:Eighth summit, a summit, a summit, a summit, a summit, a summit, a summit, a summit, a summit, a summit, a summit, a summit, a summit, a summit, a summit, a summit, a summit, a summit, a summit, a","喷 云 泄 雾 藏 半 腹 ， 虽 有 绝 顶 谁 能 穷 ？
"
141,modern2poem: 座 旁 的 听 者 个 个 感 慨 叹 息 ，,"generated:Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near, Near,","傍 邻 闻 者 多 叹 息 ，
"
142,modern2poem: 当 你 怀 念 家 园 盼 归 之 日 ，,"generated:When You Wish Home Garden Wait Returning Day,","当 君 怀 归 日 ，
"
143,modern2poem: 新 雨 中 草 色 多 么 青 翠 葱 绿 ， 晚 风 将 松 涛 声 送 进 窗 户 里 。,"generated:雨中草色多 么 青 翠 葱绿, 晩风 将 松 濤 声 送 窓 里.","草 色 新 雨 中 ， 松 声 晚 窗 里 。
"
144,modern2poem: 听 说 国 家 边 境 军 情 紧 急 ，,"generated:Listen, say, home, border, army, tense, tense, tense, tense, tense, tense, tense, tense, tense, tense, tense, tense, tense, tense, tense, tense, tense, tense, tense, tense, tense, tense, tense, tense, tense, tense, tense, tense, tense","边 城 多 警 急 ，
"
145,modern2poem: 还 是 少 妇 们 梦 中 相 依 相 伴 的 丈 夫 。,"generated:Also, the elder ladies, the elder ladies, the elder ladies, the elder ladies, the elder ladies, the elder ladies, the elder ladies, the elder ladies, the elder ladies, the elder ladies, the elder ladies, the elder ladies, the elder ladies, the elder ladies, the elder ladies, the elder ladies,","犹 是 春 闺 梦 里 人 ！
"
146,modern2poem: 跋 涉 在 道 路 崎 岖 又 遥 远 的 三 巴 路 上 ，,"generated:跋涉 在道路 崎岖 又遥远 三巴路 上,","迢 递 三 巴 路 ，
"
147,modern2poem: 村 民 们 衣 冠 简 朴 古 代 风 气 仍 然 保 存 。,generated:Rural people 衣冠 簡朴 古代 风 气 依然 保 存.,"衣 冠 简 朴 古 风 存 。
"
148,modern2poem: 大 厦 如 若 倾 倒 要 有 梁 栋 支 撑 ，,"generated:Ōya 如若 傾 倒 要 有 梁 栋 支 撑,","大 厦 如 倾 要 梁 栋 ，
"
149,modern2poem: 西 起 荆 门 往 东 与 九 江 相 通 。,generated:Southern Rise 荊門 往 Eastern 與 九江 相 通.,"荆 门 九 派 通 。
"
150,modern2poem: 帝 尧 之 世 称 陶 唐 。,"generated:Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade, Jade,","爰 自 陶 唐 。
"
151,modern2poem: 但 是 这 些 又 怎 比 得 上 青 山 绿 水 的 道 路 上 ，,"generated:But it is that these are and how they are going to be a blue mountain, a green water, a road, a road.","何 如 山 水 路 ，
"
